CarTravelID;Departure nodeID;Arrival nodeID;Departure time;Arrival time
1;7514336;7515201;324;333
2;7515201;7514336;399;411
3;7514336;7515201;503;512
6;7514336;7515201;601;610
8;7515201;7514336;409;421
9;7514336;7515201;513;522
12;7514336;7515201;611;620
14;7515201;7514336;419;431
15;7514336;7515201;523;532
18;7514336;7515201;621;630
20;7514336;7515201;366;375
22;7514336;7515201;441;450
24;7514336;7515201;533;542
26;7515201;7514336;354;366
32;7515201;7514336;429;441
36;7514336;7515201;631;640
38;7514336;7515201;376;385
40;7514336;7515201;451;460
42;7514336;7515201;541;550
44;7515201;7514336;364;376
50;7515201;7514336;439;451
54;7514336;7515201;641;650
56;7515201;7514336;357;369
57;7514336;7515201;463;472
59;7515201;7514336;451;463
60;7514336;7515201;551;560
63;7514336;7515201;651;660
65;7514336;7515201;396;405
67;7514336;7515201;473;482
69;7515201;7514336;384;396
72;7515201;7514336;379;391
73;7514336;7515201;483;492
75;7514336;7515201;408;417
77;7514336;7515201;493;502
79;7514336;7515201;581;590
81;7515201;7514336;396;408
87;7515201;7514250;434;451
88;7514250;7515201;610;624
90;7515201;7514153;353;387
91;7514105;7515201;532;561
93;7515201;7514250;443;460
94;7514250;7515201;620;634
96;7515201;7514105;376;408
97;7514153;7515201;554;585
99;7515201;7514153;388;422
100;7514250;7515201;490;504
103;7514336;7515201;591;600
105;7515201;7514250;354;371
106;7514105;7515201;433;462
109;7514250;7515201;512;526
111;7515201;7514105;401;433
112;7514105;7515201;583;612
114;7514250;7515201;387;401
116;7514153;7515201;442;473
118;7514250;7515201;520;534
121;7515201;7514250;370;387
129;7515201;7514250;369;386
130;7514105;7515201;453;482
133;7514250;7515201;527;541
135;7515201;7514105;421;453
136;7514153;7515201;592;623
138;7514250;7515201;402;416
140;7514153;7515201;463;494
142;7514250;7515201;530;544
145;7515201;7514250;385;402
153;7515201;7514153;429;463
158;7514250;7515201;410;424
160;7514105;7515201;472;501
162;7514250;7515201;540;554
164;7515201;7514250;393;410
170;7515201;7514105;440;472
174;7514105;7515201;603;632
176;7515201;7514250;389;406
177;7514250;7515201;550;564
179;7515201;7514153;444;478
180;7514153;7515201;612;643
182;7514250;7515201;425;439
184;7514105;7515201;487;516
186;7514250;7515201;560;574
188;7515201;7514250;408;425
194;7515201;7514250;405;422
195;7514250;7515201;570;584
197;7515201;7514250;414;431
198;7514250;7515201;580;594
200;7514153;7515201;389;420
202;7514250;7515201;442;456
204;7515201;7514153;355;389
207;7515201;7514250;425;442
208;7514153;7515201;508;539
211;7514250;7515201;590;604
213;7514250;7515201;455;469
215;7514105;7515201;517;546
217;7514250;7515201;600;614
219;7515201;7514250;438;455
225;7514105;7515201;405;434
227;7514250;7515201;467;481
229;7514153;7515201;538;569
231;7515201;7514105;373;405
237;7515201;7514250;450;467
238;7514250;7515201;630;644
240;7514153;7515201;415;446
242;7514250;7515201;475;489
244;7514105;7515201;545;574
246;7515201;7514153;381;415
252;7514105;7515201;435;464
254;7514250;7515201;497;511
256;7514105;7515201;565;594
258;7515201;7514105;403;435
264;7514153;7515201;445;476
266;7514250;7515201;505;519
268;7514153;7515201;572;603
270;7515201;7514153;411;445
361;7514336;7515201;561;570
445;7514336;7515201;571;580
470;7514336;7515201;661;670
485;7514336;7515201;671;680
596;7514336;7515201;500;509
609;7514250;7515201;640;654
682;7514153;7515201;478;509
727;7515201;7514153;408;442
753;7514105;7515201;623;652
770;7514153;7515201;493;524
774;7514105;7515201;502;531
811;7514153;7515201;632;663
867;7514105;7515201;643;672
890;7514153;7515201;523;554
995;7514250;7515201;650;664
1164;7514153;7515201;530;561
1170;7514105;7515201;539;568
1173;7514250;7515201;489;503
1176;7514336;7515201;507;516
1179;7514250;7515201;519;533
1184;7515201;7514153;401;435
1187;7514250;7515201;534;548
1190;7514153;7515201;485;516
1193;7514250;7515201;557;571
1196;7514153;7515201;500;531
1199;7514105;7515201;509;538
1202;7514153;7515201;545;576
1204;7514336;7515201;510;519
1206;7514336;7515201;470;479
1211;7514105;7515201;494;523
1214;7514250;7515201;504;518
1219;7514336;7515201;578;587
1226;7514336;7515201;520;529
1229;7514153;7515201;470;501
1232;7514105;7515201;524;553
1237;7514336;7515201;530;539
1239;7514336;7515201;540;549
1249;7514336;7515201;548;557
1252;7514250;7515201;567;581
1260;7514153;7515201;515;546
1267;7514250;7515201;577;591
1273;7514250;7515201;587;601
1275;7515201;7514105;414;446
1289;7514250;7515201;597;611
1303;7514105;7515201;552;581
1305;7514250;7515201;607;621
1312;7514153;7515201;561;592
1320;7514250;7515201;627;641
1328;7514250;7515201;637;651
1332;7514105;7515201;590;619
1334;7514153;7515201;599;630
1336;7514105;7515201;572;601
1338;7514153;7515201;579;610
1340;7514250;7515201;647;661
1349;7514250;7515201;547;561
1356;7514105;7515201;610;639
1363;7514336;7515201;431;440
1367;7514336;7515201;345;354
1377;7514336;7515201;355;364
1386;7514336;7515201;375;384
1392;7514336;7515201;387;396
1400;7514336;7515201;361;370
1412;7514336;7515201;384;393
1416;7514336;7515201;399;408
1420;7514336;7515201;346;355
1424;7514336;7515201;427;436
1428;7514336;7515201;364;373
1432;7514336;7515201;372;381
1436;7514336;7515201;389;398
1440;7514336;7515201;397;406
1941;7514105;7515201;479;508
1947;7514250;7515201;474;488
1949;7514250;7515201;482;496
1954;7514336;7515201;568;577
2076;7514336;7515201;411;420
2077;7515201;7514336;491;503
2081;7514336;7515201;701;710
2083;7515201;7514336;501;513
2087;7514336;7515201;711;720
2089;7515201;7514336;511;523
2093;7514336;7515201;721;730
2095;7515201;7514336;521;533
2099;7514336;7515201;731;740
2107;7515201;7514336;529;541
2111;7514336;7515201;743;752
2119;7515201;7514336;539;551
2123;7514336;7515201;753;762
2125;7515201;7514336;461;473
2131;7515201;7514336;471;483
2137;7515201;7514336;481;493
2141;7514336;7515201;681;690
2146;7515201;7514105;500;532
2147;7514105;7515201;683;712
2149;7515201;7514250;465;482
2152;7515201;7514250;473;490
2159;7514336;7515201;691;700
2161;7515201;7514336;488;500
2167;7515201;7514250;495;512
2168;7514250;7515201;680;694
2170;7515201;7514250;503;520
2172;7515201;7514250;510;527
2176;7514250;7515201;690;704
2178;7515201;7514250;513;530
2186;7515201;7514250;523;540
2190;7514250;7515201;700;714
2195;7515201;7514250;533;550
2199;7514250;7515201;711;725
2201;7515201;7514105;455;487
2204;7515201;7514153;459;493
2207;7515201;7514105;470;502
2212;7515201;7514153;474;508
2213;7514153;7515201;652;683
2217;7515201;7514105;485;517
2218;7514105;7515201;663;692
2223;7515201;7514250;458;475
2229;7515201;7514250;480;497
2233;7514250;7515201;660;674
2235;7515201;7514250;488;505
2239;7514250;7515201;670;684
2269;7514336;7515201;763;772
2293;7514153;7515201;692;723
2296;7514105;7515201;703;732
2339;7515201;7514336;534;546
2371;7515201;7514105;534;566
2375;7515201;7514250;534;551
2380;7514250;7515201;721;735
2404;7515201;7514153;534;568
2412;7515201;7514336;544;556
2444;7515201;7514105;544;576
2448;7515201;7514153;544;578
2452;7515201;7514250;544;561
2457;7514250;7515201;731;745
2551;7514153;7515201;672;703
2591;7515201;7514153;482;516
2606;7515201;7514153;513;547
2610;7514153;7515201;712;743
2636;7515201;7514153;497;531
2642;7515201;7514105;506;538
2648;7515201;7514105;526;558
2652;7514105;7515201;723;752
2654;7515201;7514153;531;565
2658;7514153;7515201;734;765
2665;7514153;7515201;679;710
2669;7514105;7515201;690;719
2673;7514250;7515201;697;711
2677;7514250;7515201;707;721
2681;7514105;7515201;670;699
2697;7514250;7515201;718;732
2701;7514153;7515201;699;730
2758;7515201;7514336;589;601
2762;7514336;7515201;803;812
2764;7515201;7514336;599;611
2768;7514336;7515201;813;822
2770;7515201;7514336;609;621
2774;7514336;7515201;823;832
2776;7515201;7514336;619;631
2780;7514336;7515201;833;842
2782;7515201;7514336;629;641
2786;7514336;7515201;843;852
2794;7515201;7514336;549;561
2800;7515201;7514336;559;571
2804;7514336;7515201;773;782
2806;7515201;7514336;569;581
2810;7514336;7515201;783;792
2812;7515201;7514250;593;610
2816;7514250;7515201;751;765
2818;7515201;7514250;603;620
2822;7514250;7515201;761;775
2824;7515201;7514336;579;591
2828;7514336;7515201;793;802
2836;7515201;7514250;543;560
2842;7515201;7514250;553;570
2848;7515201;7514250;563;580
2853;7515201;7514105;611;643
2855;7515201;7514250;573;590
2860;7515201;7514153;618;652
2862;7515201;7514250;583;600
2866;7514250;7515201;741;755
2868;7515201;7514250;613;630
2872;7514250;7515201;771;785
2876;7515201;7514250;623;640
2880;7514250;7515201;781;795
2896;7514153;7515201;821;852
2915;7514250;7515201;791;805
2928;7514250;7515201;801;815
2959;7515201;7514336;672;684
2979;7515201;7514105;672;704
2980;7514250;7515201;821;835
2983;7515201;7514250;672;689
2984;7514105;7515201;765;794
2988;7514153;7515201;774;805
2992;7514105;7515201;785;814
3002;7515201;7514153;672;706
3003;7514250;7515201;811;825
3014;7515201;7514336;683;695
3030;7515201;7514105;683;715
3034;7515201;7514153;683;717
3035;7514250;7515201;831;845
3038;7515201;7514250;683;700
3047;7514153;7515201;794;825
3068;7515201;7514105;631;663
3069;7514105;7515201;825;854
3093;7514105;7515201;745;774
3095;7515201;7514153;551;585
3099;7514153;7515201;754;785
3101;7515201;7514105;564;596
3107;7515201;7514153;571;605
3110;7515201;7514105;584;616
3113;7515201;7514153;591;625
3117;7514250;7515201;748;762
3125;7515201;7514153;631;665
3139;7515201;7514250;556;573
