Departure carTravelID;Arrival carTravelID
2;3
2;6
2;9
2;12
2;15
2;18
2;22
2;24
2;36
2;40
2;42
2;54
2;57
2;60
2;63
2;67
2;73
2;77
2;79
2;103
2;361
2;445
2;470
2;485
2;596
2;1176
2;1204
2;1206
2;1219
2;1226
2;1237
2;1239
2;1249
2;1363
2;1424
2;1954
2;2076
2;2081
2;2087
2;2093
2;2099
2;2111
2;2123
2;2141
2;2159
2;2269
2;2762
2;2768
2;2774
2;2780
2;2786
2;2804
2;2810
2;2828
2;4968
2;5445
2;5453
2;5461
2;5489
2;5497
2;5505
2;5533
2;6165
2;6337
2;6863
2;6870
2;6874
2;6893
2;6897
2;6901
2;6905
2;6939
2;7553
2;7557
2;7561
2;7565
2;7569
2;7573
2;7577
2;7601
2;7742
2;7751
2;7882
2;8088
2;8918
2;8922
2;8930
2;8937
2;8941
2;8952
2;8959
2;9500
2;9507
2;9511
2;9518
2;9522
2;9526
2;9530
2;9534
2;9538
2;9560
2;10053
2;10074
2;10875
2;10889
2;10901
2;10913
2;11190
2;11748
2;11752
2;11759
2;11789
2;11798
2;11808
2;11842
2;11869
2;11941
2;12183
2;12218
2;12227
2;12231
2;12239
2;12247
2;12262
2;12366
2;12368
2;12373
2;12389
2;12391
2;12393
2;13028
2;14944
2;25022
2;25532
2;25551
2;25574
2;25600
2;25662
2;25843
2;25953
2;25955
2;26191
2;26447
2;26498
2;27030
2;27045
2;166415
2;1827766
2;1920098
2;2199097
2;2199123
2;2199154
2;2199247
8;3
8;6
8;9
8;12
8;15
8;18
8;22
8;24
8;36
8;40
8;42
8;54
8;57
8;60
8;63
8;67
8;73
8;77
8;79
8;103
8;361
8;445
8;470
8;485
8;596
8;1176
8;1204
8;1206
8;1219
8;1226
8;1237
8;1239
8;1249
8;1363
8;1424
8;1954
8;2081
8;2087
8;2093
8;2099
8;2111
8;2123
8;2141
8;2159
8;2269
8;2762
8;2768
8;2774
8;2780
8;2786
8;2804
8;2810
8;2828
8;4968
8;5445
8;5453
8;5461
8;5489
8;5497
8;5505
8;5533
8;6165
8;6337
8;6863
8;6870
8;6874
8;6893
8;6897
8;6901
8;6905
8;6939
8;7553
8;7557
8;7561
8;7565
8;7569
8;7573
8;7577
8;7601
8;7742
8;7751
8;7882
8;8088
8;8918
8;8922
8;8930
8;8937
8;8941
8;8952
8;8959
8;9500
8;9507
8;9511
8;9518
8;9522
8;9526
8;9530
8;9534
8;9538
8;9560
8;10053
8;10074
8;10875
8;10889
8;10901
8;10913
8;11190
8;11748
8;11752
8;11759
8;11789
8;11798
8;11808
8;11842
8;11869
8;11941
8;12183
8;12218
8;12227
8;12231
8;12239
8;12247
8;12262
8;12366
8;12368
8;12373
8;12389
8;12391
8;12393
8;13028
8;14944
8;25022
8;25532
8;25551
8;25574
8;25600
8;25662
8;25843
8;25953
8;25955
8;26191
8;26447
8;26498
8;27030
8;27045
8;166415
8;1827766
8;1920098
8;2199097
8;2199123
8;2199154
8;2199247
14;3
14;6
14;9
14;12
14;15
14;18
14;22
14;24
14;36
14;40
14;42
14;54
14;57
14;60
14;63
14;67
14;73
14;77
14;79
14;103
14;361
14;445
14;470
14;485
14;596
14;1176
14;1204
14;1206
14;1219
14;1226
14;1237
14;1239
14;1249
14;1363
14;1954
14;2081
14;2087
14;2093
14;2099
14;2111
14;2123
14;2141
14;2159
14;2269
14;2762
14;2768
14;2774
14;2780
14;2786
14;2804
14;2810
14;2828
14;4968
14;5445
14;5453
14;5461
14;5489
14;5497
14;5505
14;5533
14;6165
14;6337
14;6863
14;6870
14;6874
14;6893
14;6897
14;6901
14;6905
14;6939
14;7553
14;7557
14;7561
14;7565
14;7569
14;7573
14;7577
14;7601
14;7742
14;7751
14;7882
14;8088
14;8918
14;8922
14;8930
14;8937
14;8941
14;8952
14;8959
14;9500
14;9507
14;9511
14;9518
14;9522
14;9526
14;9530
14;9534
14;9538
14;9560
14;10053
14;10074
14;10875
14;10889
14;10901
14;10913
14;11190
14;11748
14;11752
14;11759
14;11789
14;11798
14;11808
14;11842
14;11869
14;11941
14;12183
14;12218
14;12227
14;12231
14;12239
14;12247
14;12262
14;12366
14;12368
14;12373
14;12389
14;12391
14;12393
14;13028
14;25022
14;25532
14;25551
14;25574
14;25600
14;25662
14;25843
14;25953
14;25955
14;26191
14;26447
14;26498
14;27030
14;27045
14;166415
14;1827766
14;1920098
14;2199097
14;2199123
14;2199154
14;2199247
26;3
26;6
26;9
26;12
26;15
26;18
26;20
26;22
26;24
26;36
26;38
26;40
26;42
26;54
26;57
26;60
26;63
26;65
26;67
26;73
26;75
26;77
26;79
26;103
26;361
26;445
26;470
26;485
26;596
26;1176
26;1204
26;1206
26;1219
26;1226
26;1237
26;1239
26;1249
26;1363
26;1386
26;1392
26;1412
26;1416
26;1424
26;1432
26;1436
26;1440
26;1954
26;2076
26;2081
26;2087
26;2093
26;2099
26;2111
26;2123
26;2141
26;2159
26;2269
26;2762
26;2768
26;2774
26;2780
26;2786
26;2804
26;2810
26;2828
