Departure carTravelID;Arrival carTravelID
2;3
2;9
2;12
2;18
2;21
2;27
2;54
2;111
2;198
2;201
2;207
2;210
2;216
2;219
2;276
2;303
2;360
2;2607
2;2610
2;2631
2;2649
2;2679
2;2682
2;2691
2;2709
2;2730
2;2766
2;2768
2;2803
2;3277
2;3289
2;3292
2;3344
2;3350
2;3353
2;3359
2;3362
2;3368
2;3395
2;3452
2;3479
2;3618
2;3974
2;8242
2;8246
2;8258
2;8282
2;8390
2;8394
2;8718
2;8794
2;8830
2;9154
2;9190
2;9266
2;13754
2;13782
2;13806
2;13938
2;13966
2;14014
2;14018
2;14026
2;14062
2;14138
2;14174
2;14250
2;14410
2;14418
2;14422
2;14498
2;17897
2;17933
2;17957
2;17993
2;18037
2;30470
2;30602
2;30665
2;30785
2;30862
29;3
29;9
29;12
29;18
29;21
29;27
29;54
29;111
29;201
29;207
29;210
29;216
29;219
29;276
29;303
29;360
29;2607
29;2610
29;2631
29;2649
29;2679
29;2682
29;2691
29;2709
29;2730
29;2766
29;2768
29;2803
29;3277
29;3289
29;3292
29;3344
29;3350
29;3353
29;3359
29;3362
29;3368
29;3395
29;3452
29;3479
29;8242
29;8246
29;8258
29;8282
29;8390
29;8394
29;8718
29;8794
29;8830
29;9154
29;9190
29;9266
29;13754
29;13782
29;13806
29;13938
29;13966
29;14014
29;14018
29;14026
29;14062
29;14138
29;14174
29;14250
29;14410
29;14418
29;14422
29;14498
29;17897
29;17933
29;17957
29;17993
29;18037
29;30602
29;30665
29;30785
29;30862
59;6
59;15
59;24
59;57
59;204
59;213
59;222
59;306
59;2613
59;2652
59;2685
59;2712
59;2767
59;2804
59;3290
59;3347
59;3356
59;3365
59;3398
59;3482
59;8250
59;8286
59;8398
59;8722
59;8834
59;9194
59;13758
59;13810
59;13942
59;14022
59;14066
59;14178
59;14414
59;14426
59;17901
59;17937
59;17961
59;18001
59;18041
59;30604
59;30667
59;30787
59;30865
86;9
86;12
86;18
86;21
86;27
86;54
86;111
86;201
86;207
86;210
86;216
86;219
86;276
86;303
86;360
86;2607
86;2610
86;2631
86;2649
86;2679
86;2682
86;2691
86;2709
86;2730
86;2766
86;2768
86;2803
86;3277
86;3289
86;3292
86;3344
86;3350
86;3353
86;3359
86;3362
86;3368
86;3395
86;3452
86;3479
86;8246
86;8258
86;8282
86;8390
86;8394
86;8718
86;8794
86;8830
86;9154
86;9190
86;9266
86;13754
86;13782
86;13806
86;13938
86;13966
86;14014
86;14018
86;14026
86;14062
86;14138
86;14174
86;14250
86;14410
86;14418
86;14422
86;14498
86;17897
86;17933
86;17957
86;17993
86;18037
86;30602
86;30785
86;30862
113;12
113;18
113;21
113;27
113;54
113;111
113;210
113;216
113;219
113;276
113;303
113;360
113;2607
113;2610
113;2631
113;2649
113;2679
113;2682
113;2691
113;2709
113;2730
113;2766
113;2768
113;2803
113;3277
113;3289
113;3292
113;3344
113;3350
113;3353
113;3359
113;3362
113;3368
113;3395
113;3452
113;3479
113;8258
113;8282
113;8394
113;8718
113;8794
113;8830
113;9154
113;9190
113;9266
113;13754
113;13782
113;13806
113;13938
113;13966
113;14014
113;14018
113;14026
113;14062
113;14138
113;14174
113;14250
113;14410
113;14418
