CarTravelID;Departure nodeID;Arrival nodeID;Departure time;Arrival time
1;7510001;7514099;395;413
2;7514099;7510016;558;580
3;7510016;7514099;613;632
6;7510001;7514099;615;633
9;7510016;7514099;640;659
12;7510016;7514099;673;692
15;7510001;7514099;675;693
18;7510016;7514099;700;719
21;7510016;7514099;733;752
24;7510001;7514099;735;753
27;7510016;7514099;760;779
29;7514099;7510016;591;613
54;7510016;7514099;793;812
57;7510001;7514099;795;813
59;7514099;7510001;594;615
86;7514099;7510016;618;640
111;7510016;7514099;820;839
113;7514099;7510016;651;673
137;7514099;7510001;654;675
158;7514099;7510016;678;700
176;7514099;7510016;711;733
191;7514099;7510001;714;735
194;7514099;7510016;561;583
195;7510001;7514099;585;603
198;7510016;7514099;610;629
201;7510016;7514099;643;662
204;7510001;7514099;645;663
207;7510016;7514099;670;689
210;7510016;7514099;703;722
213;7510001;7514099;705;723
216;7510016;7514099;730;749
219;7510016;7514099;763;782
222;7510001;7514099;765;783
224;7514099;7510001;564;585
251;7514099;7510016;588;610
276;7510016;7514099;790;809
278;7514099;7510016;621;643
303;7510016;7514099;823;842
306;7510001;7514099;825;843
308;7514099;7510001;624;645
335;7514099;7510016;648;670
360;7510016;7514099;850;869
362;7514099;7510016;681;703
386;7514099;7510001;684;705
401;7514099;7510016;708;730
413;7514099;7510016;741;763
2607;7510016;7514099;737;756
2610;7510016;7514099;770;789
2613;7510001;7514099;772;790
2631;7510016;7514099;797;816
2649;7510016;7514099;830;849
2652;7510001;7514099;832;850
2679;7510016;7514099;707;726
2682;7510016;7514099;740;759
2685;7510001;7514099;742;760
2691;7510016;7514099;767;786
2709;7510016;7514099;800;819
2712;7510001;7514099;802;820
2730;7510016;7514099;827;846
2766;7510016;7514099;855;874
2767;7510001;7514099;857;875
2768;7510016;7514099;880;899
2803;7510016;7514099;885;904
2804;7510001;7514099;887;905
3277;7510016;7514099;857;876
3289;7510016;7514099;862;881
3290;7510001;7514099;864;882
3292;7510016;7514099;887;906
3293;7514099;7510016;1129;1151
3301;7514099;7510001;1129;1150
3336;7514099;7510001;1136;1157
3337;7514099;7510001;1467;1488
3342;7514099;7510001;1044;1065
3343;7514099;7510016;1155;1177
3344;7510016;7514099;1204;1223
3347;7510001;7514099;1206;1224
3350;7510016;7514099;1237;1256
3353;7510016;7514099;1264;1283
3356;7510001;7514099;1266;1284
3359;7510016;7514099;1297;1316
3362;7510016;7514099;1324;1343
3365;7510001;7514099;1326;1344
3368;7510016;7514099;1357;1376
3370;7514099;7510016;1182;1204
3395;7510016;7514099;1384;1403
3398;7510001;7514099;1386;1404
3400;7514099;7510001;1185;1206
3427;7514099;7510016;1215;1237
3452;7510016;7514099;1417;1436
3454;7514099;7510016;1242;1264
3479;7510016;7514099;1444;1463
3482;7510001;7514099;1446;1464
3486;7514099;7510001;1245;1266
3515;7514099;7510016;1275;1297
3541;7514099;7510016;1302;1324
3564;7514099;7510001;1305;1326
3578;7514099;7510016;1335;1357
3589;7514099;7510016;1362;1384
3599;7514099;7510001;374;395
3600;7510016;7514099;430;449
3601;7514099;7510016;471;493
3602;7510001;7514099;495;513
3606;7510016;7514099;520;539
3610;7510016;7514099;553;572
3614;7510001;7514099;555;573
3618;7510016;7514099;580;599
3641;7514099;7510001;474;495
3677;7514099;7510016;498;520
3713;7514099;7510016;531;553
3753;7514099;7510001;534;555
3961;7514099;7510016;468;490
3962;7510016;7514099;523;542
3966;7510001;7514099;525;543
3970;7510016;7514099;550;569
3974;7510016;7514099;583;602
3997;7514099;7510016;501;523
4037;7514099;7510001;504;525
4073;7514099;7510016;528;550
8242;7510016;7514099;617;636
8246;7510016;7514099;650;669
8250;7510001;7514099;652;670
8258;7510016;7514099;677;696
8282;7510016;7514099;710;729
8286;7510001;7514099;712;730
8390;7510016;7514099;647;666
8394;7510016;7514099;680;699
8398;7510001;7514099;682;700
8718;7510016;7514099;915;934
8722;7510001;7514099;917;935
8761;7514099;7510016;738;760
8794;7510016;7514099;940;959
8797;7514099;7510016;771;793
8830;7510016;7514099;975;994
8834;7510001;7514099;977;995
8837;7514099;7510001;774;795
8873;7514099;7510016;798;820
8905;7514099;7510016;833;855
9154;7510016;7514099;910;929
9190;7510016;7514099;945;964
9194;7510001;7514099;947;965
9197;7514099;7510001;744;765
9233;7514099;7510016;768;790
9266;7510016;7514099;970;989
9269;7514099;7510016;801;823
9301;7514099;7510001;804;825
11481;7514099;7510001;836;857
13754;7510016;7514099;892;911
13758;7510001;7514099;894;912
13782;7510016;7514099;917;936
13806;7510016;7514099;952;971
13810;7510001;7514099;954;972
13938;7510016;7514099;922;941
13942;7510001;7514099;924;942
13966;7510016;7514099;947;966
13993;7514099;7510016;858;880
14014;7510016;7514099;1000;1019
14018;7510016;7514099;1033;1052
14022;7510001;7514099;1035;1053
14026;7510016;7514099;1060;1079
14029;7514099;7510016;893;915
14062;7510016;7514099;1091;1110
14066;7510001;7514099;1093;1111
14069;7514099;7510001;896;917
14105;7514099;7510016;918;940
14138;7510016;7514099;1117;1136
14141;7514099;7510016;953;975
14174;7510016;7514099;1144;1163
14178;7510001;7514099;1146;1164
14181;7514099;7510001;956;977
14217;7514099;7510016;978;1000
14250;7510016;7514099;1177;1196
14253;7514099;7510016;1011;1033
14293;7514099;7510001;1014;1035
14329;7514099;7510016;1038;1060
14361;7514099;7510016;1069;1091
14389;7514099;7510016;863;885
14410;7510016;7514099;1005;1024
14414;7510001;7514099;1007;1025
14418;7510016;7514099;1030;1049
14422;7510016;7514099;1063;1082
14426;7510001;7514099;1065;1083
14429;7514099;7510001;866;887
14465;7514099;7510016;888;910
14498;7510016;7514099;1090;1109
14501;7514099;7510016;923;945
14536;7514099;7510001;926;947
14567;7514099;7510016;948;970
14594;7514099;7510016;983;1005
14617;7514099;7510001;986;1007
14636;7514099;7510016;1008;1030
14651;7514099;7510016;1041;1063
17897;7510016;7514099;1070;1089
17901;7510001;7514099;1072;1090
17933;7510016;7514099;1040;1059
17937;7510001;7514099;1042;1060
17957;7510016;7514099;1098;1117
17961;7510001;7514099;1100;1118
17993;7510016;7514099;1151;1170
18001;7510001;7514099;1153;1171
18037;7510016;7514099;1211;1230
18041;7510001;7514099;1213;1231
18440;7514099;7510001;1072;1093
18460;7514099;7510016;1095;1117
18476;7514099;7510016;1122;1144
18696;7514099;7510016;1068;1090
21515;7510001;7514099;351;369
21516;7510016;7514099;400;419
21517;7510016;7514099;350;369
21518;7513007;7514099;350;369
21519;7510016;7514099;435;454
21522;7510001;7514099;437;455
21524;7510016;7514099;460;479
21527;7510016;7514099;493;512
21560;7514099;7510016;378;400
21578;7514099;7510016;413;435
21598;7514099;7510001;416;437
21616;7514099;7510016;438;460
22270;7514099;7510001;1125;1146
22383;7514099;7510016;1467;1489
22422;7514099;7513007;1467;1489
22478;7514099;7510001;1365;1386
22486;7514099;7510016;1395;1417
22493;7514099;7510016;1422;1444
22498;7514099;7510001;1425;1446
22500;7510001;7514099;357;375
22501;7510001;7514099;313;331
22502;7510016;7514099;362;381
22503;7510016;7514099;312;331
22504;7513007;7514099;312;331
22505;7510016;7514099;393;412
22513;7510016;7514099;465;484
22516;7510001;7514099;467;485
22518;7510016;7514099;490;509
22526;7514099;7510001;336;357
22544;7514099;7510016;340;362
22560;7514099;7510016;371;393
22586;7514099;7510016;408;430
22604;7514099;7510016;443;465
22624;7514099;7510001;446;467
22978;7514099;7510016;828;850
23070;7514099;7513007;1129;1151
23160;7514099;7510001;519;540
23163;7514099;7510016;519;541
23164;7510007;7514099;357;369
23166;7514099;7510007;519;534
23169;7514099;7513007;519;541
23170;7513009;7514099;352;369
23172;7514099;7513009;519;539
26566;7510007;7514099;319;331
26569;7513009;7514099;314;331
30445;7510016;7514099;472;491
30447;7510001;7514099;474;492
30448;7510001;7514099;409;427
30449;7514099;7510001;526;547
30450;7510016;7514099;401;420
30452;7510007;7514099;415;427
30453;7514099;7510007;526;541
30454;7513007;7514099;401;420
30456;7513009;7514099;410;427
30457;7514099;7513009;526;546
30458;7510016;7514099;530;549
30459;7510001;7514099;532;550
30470;7510016;7514099;590;609
30472;7510001;7514099;592;610
30602;7510016;7514099;1012;1031
30604;7510001;7514099;1014;1032
30625;7514099;7510016;1136;1158
30626;7514099;7513007;1136;1158
30630;7510016;7514099;500;519
30635;7510001;7514099;502;520
30639;7510016;7514099;527;546
30653;7510016;7514099;560;579
30655;7510001;7514099;562;580
30665;7510016;7514099;620;639
30667;7510001;7514099;622;640
30785;7510016;7514099;982;1001
30787;7510001;7514099;984;1002
30862;7510016;7514099;1271;1290
30865;7510001;7514099;1273;1291
30874;7510001;7514099;402;420
