Departure carTravelID;Arrival carTravelID
2;3
2;6
2;38
2;41
2;127
2;131
2;186
2;239
2;303
5;3
5;6
5;38
5;41
5;127
5;131
5;186
5;239
20;18
20;24
20;30
20;56
20;62
20;68
20;151
20;159
20;167
20;201
20;209
20;217
20;228
20;266
20;887
26;24
26;30
26;56
26;62
26;68
26;151
26;159
26;167
26;201
26;209
26;217
26;228
26;266
26;887
29;12
29;34
29;44
29;135
29;175
29;182
29;232
32;24
32;30
32;56
32;62
32;68
32;151
32;159
32;167
32;201
32;209
32;217
32;228
32;266
32;887
37;6
37;38
37;41
37;127
37;131
37;186
37;239
40;38
40;41
40;127
40;131
40;186
40;239
43;12
43;44
43;135
43;175
43;182
43;232
58;56
58;62
58;68
58;151
58;159
58;167
58;201
58;209
58;217
58;228
58;266
58;887
64;62
64;151
64;159
64;167
64;201
64;209
64;217
64;228
64;266
64;887
70;62
70;68
70;151
70;159
70;167
70;201
70;209
70;217
70;228
70;266
70;887
72;1
72;3
72;6
72;36
72;38
72;41
72;127
72;131
72;186
72;239
72;303
72;349
72;699
126;41
126;127
126;131
126;186
126;239
130;127
130;131
130;186
130;239
134;44
134;135
134;175
134;182
134;232
154;151
154;159
154;201
154;209
154;217
154;228
154;266
154;887
162;159
162;201
162;209
162;217
162;228
162;266
162;887
170;151
170;159
170;167
170;201
170;209
170;217
170;228
170;266
170;887
174;131
174;186
174;239
181;186
181;239
185;135
185;175
185;182
185;232
204;201
204;209
204;228
204;266
204;887
212;209
212;228
212;266
212;887
220;201
220;209
220;217
220;228
220;266
220;887
224;175
224;182
224;232
227;182
227;232
238;239
246;887
269;228
269;266
269;887
276;232
279;239
284;209
284;228
284;266
284;887
302;3
302;6
302;36
302;38
302;41
302;127
302;131
302;186
302;239
302;303
302;699
305;3
305;6
305;36
305;38
305;41
305;127
305;131
305;186
305;239
305;303
305;699
320;18
320;24
320;30
320;56
320;62
320;68
320;151
320;159
320;167
320;201
320;209
320;217
320;228
320;266
320;318
320;324
320;330
320;887
326;18
326;24
326;30
326;56
326;62
326;68
326;151
326;159
326;167
326;201
326;209
326;217
326;228
326;266
326;324
326;330
326;887
332;18
332;24
332;30
332;56
332;62
332;68
332;151
332;159
332;167
332;201
332;209
332;217
332;228
332;266
332;887
382;12
382;34
382;44
382;135
382;175
382;182
382;232
382;292
382;643
604;887
720;12
720;34
720;44
720;135
720;175
720;182
720;232
720;643
849;228
849;266
849;887
2174;18
2174;24
2174;30
2174;56
2174;62
2174;68
2174;151
2174;159
2174;167
2174;201
2174;209
2174;217
2174;228
2174;266
2174;295
2174;318
2174;324
2174;330
2174;673
2174;887
2174;2119
2174;2707
2762;18
2762;24
2762;30
2762;56
2762;62
2762;68
2762;151
2762;159
2762;167
2762;201
2762;209
2762;217
2762;228
2762;266
2762;295
2762;318
2762;324
2762;330
2762;887
2762;2707
