CarTravelID;Departure nodeID;Arrival nodeID;Departure time;Arrival time
1;5000041;5000012;380;420
2;5000012;5000041;495;535
3;5000041;5000012;687;727
5;5000012;5000041;515;555
6;5000041;5000012;707;747
12;5000301;5000012;710;755
18;50000014;5000012;617;657
20;5000012;50000014;567;607
24;50000014;5000012;637;677
26;5000012;50000014;587;627
29;5000012;5000301;530;575
30;50000014;5000012;652;692
32;5000012;50000014;597;637
34;5000301;5000012;575;620
36;5000041;5000012;527;567
37;5000012;5000041;650;690
38;5000041;5000012;847;887
40;5000012;5000041;670;710
41;5000041;5000012;867;907
43;5000012;5000301;665;710
44;5000301;5000012;850;895
56;50000014;5000012;772;812
58;5000012;50000014;727;767
62;50000014;5000012;792;832
64;5000012;50000014;747;787
68;50000014;5000012;782;822
70;5000012;50000014;737;777
72;5000012;5000041;330;370
126;5000012;5000041;810;850
127;5000041;5000012;1007;1047
130;5000012;5000041;830;870
131;5000041;5000012;1027;1067
134;5000012;5000301;805;850
135;5000301;5000012;995;1040
151;50000014;5000012;932;972
154;5000012;50000014;887;927
159;50000014;5000012;957;997
162;5000012;50000014;907;947
167;50000014;5000012;922;962
170;5000012;50000014;877;917
174;5000012;5000041;975;1015
175;5000301;5000012;1170;1215
181;5000012;5000041;995;1035
182;5000301;5000012;1190;1235
185;5000012;5000301;950;995
186;5000041;5000012;1147;1187
201;50000014;5000012;1097;1137
204;5000012;50000014;1057;1097
209;50000014;5000012;1117;1157
212;5000012;50000014;1077;1117
217;50000014;5000012;1072;1112
220;5000012;50000014;1027;1067
224;5000012;5000301;1125;1170
227;5000012;5000301;1145;1190
228;50000014;5000012;1230;1270
232;5000301;5000012;1325;1370
238;5000012;5000041;1110;1150
239;5000041;5000012;1307;1347
246;5000012;50000014;1200;1240
261;5000012;50000014;1217;1257
266;50000014;5000012;1232;1272
269;5000012;50000014;1187;1227
276;5000012;5000301;1280;1325
279;5000012;5000041;1257;1297
284;5000012;50000014;1067;1107
292;5000301;5000012;240;285
295;50000014;5000012;442;482
302;5000012;5000041;350;390
303;5000041;5000012;547;587
305;5000012;5000041;370;410
318;50000014;5000012;452;492
320;5000012;50000014;407;447
324;50000014;5000012;472;512
326;5000012;50000014;427;467
330;50000014;5000012;492;532
332;5000012;50000014;457;497
338;50000014;5000012;297;337
349;5000041;5000012;387;427
382;5000012;5000301;195;240
604;5000012;50000014;1197;1237
643;5000301;5000012;270;315
673;50000014;5000012;332;372
699;5000041;5000012;417;457
720;5000012;5000301;225;270
849;5000012;50000014;1087;1127
887;50000014;5000012;1240;1280
2094;5000012;50000014;1227;1267
2119;50000014;5000012;307;347
2174;5000012;50000014;267;307
2707;50000014;5000012;342;382
2762;5000012;50000014;297;337
