Departure carTravelID;Arrival carTravelID
122;133
122;180
122;192
122;319
122;404
122;769
122;1179
122;1459
122;1467
122;1895
124;133
124;180
124;192
124;319
124;769
124;1895
143;125
143;137
143;184
143;307
158;129
158;188
169;133
169;192
169;769
176;137
176;307
179;129
179;188
179;412
198;133
198;180
198;192
198;769
213;137
213;184
213;307
224;188
231;192
231;769
308;133
308;180
308;192
308;319
308;404
308;769
308;1139
308;1179
308;1219
308;1459
308;1467
308;1895
326;123
326;125
326;137
326;184
326;307
326;408
346;129
346;188
346;315
346;412
403;129
403;188
403;315
403;412
403;1255
403;1455
423;133
423;180
423;192
423;319
423;404
423;769
423;1459
423;1895
439;125
439;137
439;184
439;307
439;408
780;10
780;13
780;23
780;26
780;59
780;133
780;180
780;192
780;319
780;404
780;769
780;1027
780;1095
780;1115
780;1119
780;1139
780;1179
780;1219
780;1459
780;1467
780;1895
780;1897
780;2274
782;9
782;12
782;22
782;25
782;129
782;188
782;315
782;412
782;831
782;903
782;1123
782;1135
782;1175
782;1215
782;1255
782;1455
782;1867
782;3178
802;10
802;13
802;23
802;26
802;59
802;133
802;180
802;192
802;319
802;404
802;769
802;1027
802;1095
802;1115
802;1119
802;1139
802;1179
802;1219
802;1459
802;1467
802;1895
818;11
818;18
818;24
818;82
818;123
818;125
818;137
818;184
818;307
818;309
818;408
818;847
818;919
818;1223
834;12
834;25
834;129
834;188
834;315
834;412
834;831
834;903
834;1123
834;1135
834;1175
834;1215
834;1255
834;1455
834;1867
834;3178
850;13
850;26
850;59
850;133
850;180
850;192
850;319
850;404
850;769
850;1027
850;1095
850;1115
850;1119
850;1139
850;1179
850;1219
850;1459
850;1467
850;1895
854;12
854;22
854;25
854;129
854;188
854;315
854;412
854;831
854;903
854;1123
854;1135
854;1175
854;1215
854;1255
854;1455
854;1867
854;3178
874;13
874;23
874;26
874;59
874;133
874;180
874;192
874;319
874;404
874;769
874;1027
874;1095
874;1115
874;1119
874;1139
874;1179
874;1219
874;1459
874;1467
874;1895
890;18
890;24
890;82
890;123
890;125
890;137
890;184
890;307
890;309
890;408
890;847
890;919
890;1223
906;25
906;129
906;188
906;315
906;412
906;831
906;903
906;1123
906;1135
906;1175
906;1215
906;1255
906;1455
906;1867
906;3178
922;26
922;133
922;180
922;192
922;319
922;404
922;769
922;1027
922;1095
922;1115
922;1119
922;1139
922;1179
922;1219
922;1459
922;1467
922;1895
1126;129
1126;188
1126;315
1126;412
1126;831
1126;903
1126;1123
1126;1135
1126;1175
1126;1215
1126;1255
1126;1455
1126;1867
1126;3178
1146;133
1146;180
1146;192
1146;319
1146;404
1146;769
1146;1027
1146;1095
1146;1115
1146;1119
1146;1139
1146;1179
1146;1219
1146;1459
1146;1467
1146;1895
1162;123
1162;125
1162;137
1162;184
1162;307
1162;309
1162;408
1162;847
1162;919
1162;1223
1182;129
1182;188
1182;315
1182;412
1182;1135
1182;1175
1182;1215
1182;1255
1182;1455
1182;1867
1206;129
1206;188
1206;315
1206;412
1206;903
1206;1123
1206;1135
1206;1175
1206;1215
1206;1255
1206;1455
1206;1867
1226;133
1226;180
1226;192
1226;319
1226;404
1226;769
1226;1027
1226;1119
1226;1139
1226;1179
1226;1219
1226;1459
1226;1467
1226;1895
1242;123
1242;125
1242;137
1242;184
1242;307
1242;309
1242;408
1242;919
1242;1223
1258;129
1258;188
1258;315
1258;412
1258;1175
1258;1215
1258;1255
1258;1455
1258;1867
1278;133
1278;180
1278;192
1278;319
1278;404
1278;769
1278;1179
1278;1219
1278;1459
1278;1467
1278;1895
1446;133
1446;180
1446;192
1446;319
1446;404
1446;769
1446;1139
1446;1179
1446;1219
1446;1459
1446;1467
1446;1895
1450;133
1450;180
1450;192
1450;319
1450;404
1450;769
1450;1179
1450;1219
1450;1459
1450;1467
1450;1895
1494;123
1494;125
1494;137
1494;184
1494;307
1494;309
1494;408
1494;1223
1514;129
1514;188
1514;315
1514;412
1514;1175
1514;1255
1514;1455
1514;1867
1586;123
1586;125
1586;137
1586;184
1586;307
1586;408
1586;1223
1896;9
1896;12
1896;22
1896;25
1896;129
1896;188
1896;315
1896;412
1896;831
1896;903
1896;1123
1896;1135
1896;1175
1896;1215
1896;1255
1896;1455
1896;1867
1896;2498
1896;3178
2251;10
2251;13
2251;23
2251;26
2251;59
2251;133
2251;180
2251;192
2251;319
2251;404
2251;769
2251;1027
2251;1095
2251;1115
2251;1119
2251;1139
2251;1179
2251;1219
2251;1459
2251;1467
2251;1895
2251;1897
2251;2240
2251;2247
2251;2274
2251;2472
2251;2479
2259;11
2259;18
2259;24
2259;82
2259;123
2259;125
2259;137
2259;184
2259;307
2259;309
2259;408
2259;781
2259;847
2259;919
2259;1223
2259;2241
2259;2248
2259;2473
2259;2480
2259;2508
2259;3216
2267;9
2267;12
2267;22
2267;25
2267;129
2267;188
2267;315
2267;412
2267;831
2267;903
2267;1123
2267;1135
2267;1175
2267;1215
2267;1255
2267;1455
2267;1867
2267;2244
2267;2266
2267;2476
2267;2498
2267;3178
2277;10
2277;13
2277;23
2277;26
2277;59
2277;133
2277;180
2277;192
2277;319
2277;404
2277;769
2277;1027
2277;1095
2277;1115
2277;1119
2277;1139
2277;1179
2277;1219
2277;1459
2277;1467
2277;1895
2277;1897
2277;2247
2277;2274
2277;2479
2285;11
2285;18
2285;24
2285;82
2285;123
2285;125
2285;137
2285;184
2285;307
2285;309
2285;408
2285;781
2285;847
2285;919
2285;1223
2285;2248
2285;2480
2285;2508
2285;3216
2293;9
2293;12
2293;22
2293;25
2293;129
2293;188
2293;315
2293;412
2293;831
2293;903
2293;1123
2293;1135
2293;1175
2293;1215
2293;1255
2293;1455
2293;1867
2293;2266
2293;2498
2293;3178
2311;11
2311;18
2311;24
2311;82
2311;123
2311;125
2311;137
2311;184
2311;307
2311;309
2311;408
2311;781
2311;847
2311;919
2311;1223
2311;2508
2353;18
2353;82
2353;123
2353;125
2353;137
2353;184
2353;307
2353;309
2353;408
2353;847
2353;919
2353;1223
2483;10
2483;13
2483;23
2483;26
2483;59
2483;133
2483;180
2483;192
2483;319
2483;404
2483;769
2483;1027
2483;1095
2483;1115
2483;1119
2483;1139
2483;1179
2483;1219
2483;1459
2483;1467
2483;1895
2483;1897
2483;2247
2483;2274
2483;2472
2483;2479
2491;11
2491;18
2491;24
2491;82
2491;123
2491;125
2491;137
2491;184
2491;307
2491;309
2491;408
2491;781
2491;847
2491;919
2491;1223
2491;2248
2491;2473
2491;2480
2491;2508
2491;3216
2499;9
2499;12
2499;22
2499;25
2499;129
2499;188
2499;315
2499;412
2499;831
2499;903
2499;1123
2499;1135
2499;1175
2499;1215
2499;1255
2499;1455
2499;1867
2499;2266
2499;2476
2499;2498
2499;3178
2509;10
2509;13
2509;23
2509;26
2509;59
2509;133
2509;180
2509;192
2509;319
2509;404
2509;769
2509;1027
2509;1095
2509;1115
2509;1119
2509;1139
2509;1179
2509;1219
2509;1459
2509;1467
2509;1895
2509;1897
2509;2274
2509;2479
2517;11
2517;18
2517;24
2517;82
2517;123
2517;125
2517;137
2517;184
2517;307
2517;309
2517;408
2517;781
2517;847
2517;919
