CarTravelID;Departure nodeID;Arrival nodeID;Departure time;Arrival time
1;7514336;7515201;324;333
2;7515201;7514336;399;411
3;7514336;7515201;503;512
6;7514336;7515201;601;610
8;7515201;7514336;409;421
9;7514336;7515201;513;522
12;7514336;7515201;611;620
14;7515201;7514336;419;431
15;7514336;7515201;523;532
18;7514336;7515201;621;630
20;7514336;7515201;366;375
22;7514336;7515201;441;450
24;7514336;7515201;533;542
26;7515201;7514336;354;366
32;7515201;7514336;429;441
36;7514336;7515201;631;640
38;7514336;7515201;376;385
40;7514336;7515201;451;460
42;7514336;7515201;541;550
44;7515201;7514336;364;376
50;7515201;7514336;439;451
54;7514336;7515201;641;650
86;7514336;7515201;510;519
90;7514336;7515201;520;529
95;7514336;7515201;431;440
99;7514336;7515201;345;354
109;7514336;7515201;355;364
142;7514336;7515201;411;420
143;7515201;7514336;491;503
147;7514336;7515201;701;710
149;7515201;7514336;501;513
153;7514336;7515201;711;720
155;7515201;7514336;511;523
159;7514336;7515201;721;730
161;7515201;7514336;521;533
165;7514336;7515201;731;740
173;7515201;7514336;529;541
177;7514336;7515201;743;752
212;7515201;7514336;589;601
216;7514336;7515201;803;812
218;7515201;7514336;599;611
222;7514336;7515201;813;822
224;7515201;7514336;609;621
228;7514336;7515201;823;832
230;7515201;7514336;619;631
234;7514336;7515201;833;842
236;7515201;7514336;629;641
240;7514336;7515201;843;852
274;7515201;7514336;312;324
578;7515201;7514336;689;701
583;7514336;7515201;905;914
586;7515201;7514336;699;711
591;7514336;7515201;915;924
594;7515201;7514336;709;721
599;7514336;7515201;925;934
602;7515201;7514336;719;731
687;7514336;7515201;935;944
711;7514336;7515201;945;954
756;7515201;7514336;791;803
757;7514336;7515201;1005;1014
763;7515201;7514336;801;813
764;7514336;7515201;1013;1022
767;7515201;7514336;811;823
768;7514336;7515201;1023;1032
774;7515201;7514336;731;743
805;7515201;7514336;821;833
812;7514336;7515201;912;921
816;7514336;7515201;922;931
820;7514336;7515201;932;941
824;7514336;7515201;942;951
886;7514336;7515201;1033;1042
931;7514336;7515201;1043;1052
992;7515201;7514336;903;915
993;7514336;7515201;1103;1112
996;7515201;7514336;923;935
997;7514336;7515201;1118;1127
1000;7515201;7514336;831;843
1004;7515201;7514336;893;905
1022;7515201;7514336;913;925
1033;7514336;7515201;1012;1021
1036;7515201;7514336;886;898
1040;7514336;7515201;1020;1029
1044;7514336;7515201;1030;1039
1051;7514336;7515201;1040;1049
1055;7514336;7515201;952;961
1132;7514336;7515201;1133;1142
1212;7515201;7514336;993;1005
1215;7515201;7514336;1001;1013
1220;7514336;7515201;1192;1201
1226;7515201;7514336;1011;1023
1229;7515201;7514336;1021;1033
1234;7514336;7515201;1207;1216
1237;7515201;7514336;933;945
1241;7515201;7514336;1031;1043
1246;7514336;7515201;1222;1231
1250;7515201;7514336;1015;1027
1273;7514336;7515201;1050;1059
1276;7515201;7514336;986;998
1318;7514336;7515201;1125;1134
1329;7514336;7515201;1293;1302
1337;7514336;7515201;1308;1317
1350;7515201;7514336;1091;1103
1355;7515201;7514336;1106;1118
1361;7515201;7514336;1121;1133
1425;7514336;7515201;339;348
1501;7514336;7515201;421;430
1627;7515201;7514336;327;339
2705;7515201;7514336;1180;1192
2709;7514158;7515201;1253;1286
2717;7514336;7515201;1398;1407
2720;7515201;7514158;1217;1253
2724;7514336;7515201;1315;1324
2731;7515201;7514336;1195;1207
2736;7514336;7515201;1383;1392
2739;7515201;7514336;1210;1222
2754;7514158;7515201;1371;1404
2764;7514336;7515201;1322;1331
2767;7515201;7514158;1210;1246
2889;7515201;7514336;1303;1315
2896;7515201;7514336;1281;1293
2901;7514336;7515201;1473;1482
2907;7515201;7514336;1296;1308
2931;7514158;7515201;1498;1531
3173;7515201;7514336;1386;1398
3176;7515201;7514336;1371;1383
3188;7515201;7514158;1335;1371
3228;7514158;7515201;1491;1524
3251;7515201;7514336;1461;1473
3259;7515201;7514158;1455;1491
3291;7514336;7515201;351;360
3484;7515201;7514336;339;351
4583;7515201;7514336;1032;1044
15306;7515201;7514336;784;796
15627;7515201;7514336;794;806
15869;7515201;7514336;1173;1185
15881;7515201;7514336;804;816
16153;7515201;7514336;906;918
16229;7515201;7514336;814;826
16454;7515201;7514336;824;836
18444;7514336;7515201;548;557
18766;7514336;7515201;1110;1119
18768;7514336;7515201;1199;1208
18770;7514336;7515201;530;539
18780;7514336;7515201;540;549
18788;7514336;7515201;1214;1223
18790;7514336;7515201;1390;1399
18792;7514336;7515201;1480;1489
18803;7514336;7515201;1140;1149
18805;7514336;7515201;1229;1238
