CarTravelID;Departure nodeID;Arrival nodeID;Departure time;Arrival time
1;5000013;5000012;495;540
2;5000012;5000000;700;745
3;5000013;5000012;750;795
5;5000012;5000013;630;675
7;5000012;5000013;730;775
8;5000000;5000012;777;822
11;5000013;5000012;810;855
15;5000013;5000012;840;885
29;5000012;5000013;705;750
40;5000012;5000000;705;750
50;5000012;5000000;762;807
53;5000013;5000012;850;895
54;5000031;5000012;610;650
55;5000000;5000012;647;692
58;5000013;5000012;650;695
77;5000000;5000012;765;810
81;5000000;5000012;787;832
83;5000013;5000012;820;865
84;5000000;5000012;420;465
107;5000012;5000000;845;890
192;5000031;5000012;530;570
268;5000012;5000013;770;815
296;5000012;5000013;845;890
335;5000012;5000013;450;495
484;5000013;5000012;565;610
612;5000012;5000000;965;1010
623;5000012;5000000;975;1020
716;5000012;5000013;965;1010
717;5000012;5000000;1055;1100
723;5000012;5000031;485;525
943;5000000;5000012;1052;1097
948;5000012;5000013;530;575
1120;5000012;5000013;890;935
1168;5000012;5000000;1100;1145
1182;5000012;5000031;565;605
1251;5000013;5000012;1115;1160
1284;5000012;5000013;980;1025
1287;5000012;5000013;1005;1050
1292;5000031;5000012;1150;1190
1324;5000012;5000013;1015;1060
1325;5000012;5000031;1100;1140
1358;5000031;5000012;1160;1200
1414;5000012;5000031;1105;1145
1416;5000012;5000000;1225;1270
1417;5000013;5000012;395;440
1466;5000012;5000000;550;595
1472;5000000;5000012;657;702
1475;5000013;5000012;660;705
1500;5000000;5000012;320;365
1585;5000012;5000000;715;760
1713;5000012;5000013;1055;1100
1718;5000012;5000031;1055;1095
1767;5000012;5000000;1067;1112
1770;5000012;5000013;1025;1070
1795;5000012;5000000;1057;1102
1905;5000031;5000012;505;545
1962;5000000;5000012;430;475
2020;5000000;5000012;537;582
2179;5000012;5000031;455;495
2394;5000012;5000013;1070;1115
2439;5000031;5000012;485;525
2491;5000000;5000012;410;455
2545;5000013;5000012;515;560
2674;5000012;5000031;435;475
2993;5000013;5000012;500;545
3076;5000000;5000012;425;470
11152;5000031;5000012;540;580
11238;5000013;5000012;575;620
11632;5000000;5000012;547;592
11801;5000013;5000012;525;570
12562;5000012;5000000;1215;1260
23163;5000013;5000012;1025;1070
23176;5000013;5000012;1035;1080
23180;5000012;5000000;1065;1110
23200;5000013;5000012;675;720
23202;5000013;5000012;685;730
23218;5000012;5000013;350;395
23231;5000013;5000012;935;980
23239;5000012;5000013;620;665
23248;5000013;5000012;815;860
23249;5000013;5000012;825;870
23254;5000012;5000000;855;900
23260;5000012;5000013;485;530
23267;5000013;5000012;775;820
23270;5000013;5000012;785;830
23281;5000012;5000013;455;500
23298;5000013;5000012;1070;1115
23311;5000013;5000012;1080;1125
23313;5000012;5000000;1110;1155
23331;5000012;5000013;765;810
23513;5000012;5000000;690;735
23528;5000012;5000013;695;740
23543;5000000;5000012;310;355
23558;5000012;5000013;340;385
23571;5000012;5000013;475;520
23576;5000000;5000012;415;460
23585;5000012;5000013;445;490
23598;5000012;5000000;752;797
23613;5000012;5000013;755;800
23877;5000012;5000013;1060;1105
