CarTravelID;Departure nodeID;Arrival nodeID;Departure time;Arrival time
1;7514336;7515201;324;333
2;7515201;7514336;399;411
3;7514336;7515201;503;512
6;7514336;7515201;601;610
8;7515201;7514336;409;421
9;7514336;7515201;513;522
12;7514336;7515201;611;620
14;7515201;7514336;419;431
15;7514336;7515201;523;532
18;7514336;7515201;621;630
20;7514336;7515201;366;375
22;7514336;7515201;441;450
24;7514336;7515201;533;542
26;7515201;7514336;354;366
32;7515201;7514336;429;441
36;7514336;7515201;631;640
38;7514336;7515201;376;385
40;7514336;7515201;451;460
42;7514336;7515201;541;550
44;7515201;7514336;364;376
50;7515201;7514336;439;451
54;7514336;7515201;641;650
56;7515201;7514336;357;369
57;7514336;7515201;463;472
59;7515201;7514336;451;463
60;7514336;7515201;551;560
63;7514336;7515201;651;660
65;7514336;7515201;396;405
67;7514336;7515201;473;482
69;7515201;7514336;384;396
72;7515201;7514336;379;391
73;7514336;7515201;483;492
75;7514336;7515201;408;417
77;7514336;7515201;493;502
79;7514336;7515201;581;590
81;7515201;7514336;396;408
87;7515201;7514250;434;451
88;7514250;7515201;610;624
137;7514336;7515201;561;570
180;7514336;7515201;571;580
200;7514336;7515201;661;670
215;7514336;7515201;671;680
283;7514153;7515201;530;561
285;7514336;7515201;510;519
287;7514336;7515201;470;479
289;7514336;7515201;500;509
291;7514336;7515201;578;587
298;7514336;7515201;520;529
300;7514336;7515201;530;539
302;7514336;7515201;540;549
306;7514336;7515201;548;557
311;7514336;7515201;431;440
315;7514336;7515201;345;354
325;7514336;7515201;355;364
334;7514336;7515201;375;384
340;7514336;7515201;387;396
466;7514336;7515201;568;577
488;7514336;7515201;411;420
489;7515201;7514336;491;503
493;7514336;7515201;701;710
495;7515201;7514336;501;513
499;7514336;7515201;711;720
501;7515201;7514336;511;523
505;7514336;7515201;721;730
507;7515201;7514336;521;533
511;7514336;7515201;731;740
519;7515201;7514336;529;541
523;7514336;7515201;743;752
531;7515201;7514336;539;551
535;7514336;7515201;753;762
537;7515201;7514336;461;473
543;7515201;7514336;471;483
549;7515201;7514336;481;493
553;7514336;7515201;681;690
583;7514336;7515201;763;772
597;7515201;7514153;482;516
601;7514153;7515201;672;703
647;7515201;7514336;589;601
651;7514336;7515201;803;812
653;7515201;7514336;599;611
657;7514336;7515201;813;822
659;7515201;7514336;609;621
663;7514336;7515201;823;832
665;7515201;7514336;619;631
669;7514336;7515201;833;842
671;7515201;7514336;629;641
675;7514336;7515201;843;852
683;7515201;7514336;549;561
689;7515201;7514336;559;571
693;7514336;7515201;773;782
695;7515201;7514336;569;581
699;7514336;7515201;783;792
701;7515201;7514250;593;610
705;7514250;7515201;751;765
765;7515201;7514336;312;324
1288;7514336;7515201;855;864
1379;7515201;7514336;689;701
1384;7514336;7515201;905;914
1387;7515201;7514336;699;711
1392;7514336;7515201;915;924
1395;7515201;7514336;709;721
1400;7514336;7515201;925;934
1403;7515201;7514336;719;731
1415;7515201;7514336;639;651
1423;7515201;7514336;649;661
1428;7514336;7515201;865;874
1431;7515201;7514336;659;671
1436;7514336;7515201;875;884
1439;7515201;7514336;669;681
1444;7514336;7515201;885;894
1447;7515201;7514153;638;672
1448;7514105;7515201;825;854
1476;7514250;7515201;758;772
1578;7514336;7515201;935;944
1638;7514336;7515201;945;954
1737;7515201;7514336;791;803
1738;7514336;7515201;1005;1014
1744;7515201;7514336;801;813
1745;7514336;7515201;1013;1022
1748;7515201;7514336;811;823
1749;7514336;7515201;1023;1032
1755;7515201;7514336;731;743
1763;7515201;7514336;741;753
1768;7514336;7515201;955;964
1771;7515201;7514336;751;763
1772;7514336;7515201;965;974
1775;7515201;7514336;761;773
1776;7514336;7515201;975;984
1779;7515201;7514336;771;783
1780;7514336;7515201;985;994
1783;7515201;7514250;734;751
1784;7514250;7515201;903;917
1787;7515201;7514105;793;825
1788;7514153;7515201;975;1006
1817;7515201;7514336;821;833
1840;7514336;7515201;912;921
1844;7514336;7515201;922;931
1848;7514336;7515201;932;941
1852;7514336;7515201;942;951
1856;7514336;7515201;872;881
1860;7514336;7515201;882;891
1864;7514336;7515201;892;901
1868;7514105;7515201;832;861
1872;7514250;7515201;910;924
1971;7514336;7515201;1033;1042
2047;7514336;7515201;1043;1052
2181;7515201;7514336;903;915
2182;7514336;7515201;1103;1112
2185;7515201;7514336;923;935
2186;7514336;7515201;1118;1127
2189;7515201;7514336;831;843
2193;7515201;7514336;843;855
2194;7514336;7515201;1053;1062
2200;7515201;7514336;853;865
2201;7514336;7515201;1063;1072
2204;7515201;7514336;863;875
2205;7514336;7515201;1076;1085
2208;7515201;7514336;873;885
2211;7515201;7514336;893;905
2235;7515201;7514336;913;925
2318;7514336;7515201;1012;1021
2321;7515201;7514336;886;898
2325;7514336;7515201;1020;1029
2329;7514336;7515201;1030;1039
2336;7514336;7515201;1040;1049
2340;7514336;7515201;952;961
2344;7514336;7515201;962;971
2348;7514336;7515201;972;981
2352;7514336;7515201;982;991
2356;7514336;7515201;992;1001
2359;7515201;7514250;886;903
2360;7514153;7515201;982;1013
2363;7515201;7514250;879;896
2366;7515201;7514336;906;918
2367;7515201;7514336;1032;1044
2371;7515201;7514336;1011;1023
2526;7514336;7515201;1133;1142
2540;7514336;7515201;1148;1157
2767;7515201;7514336;993;1005
2770;7515201;7514336;1001;1013
2775;7514336;7515201;1192;1201
2784;7515201;7514336;1021;1033
2789;7514336;7515201;1207;1216
2792;7515201;7514336;933;945
2796;7515201;7514336;1031;1043
2801;7514336;7515201;1222;1231
2804;7515201;7514336;953;965
2808;7515201;7514336;963;975
2813;7514336;7515201;1163;1172
2816;7515201;7514336;973;985
2819;7515201;7514153;941;975
2823;7515201;7514336;1015;1027
2875;7515201;7514336;943;955
2897;7515201;7514336;1062;1074
2928;7514336;7515201;1050;1059
2932;7514336;7515201;1060;1069
2939;7514336;7515201;1070;1079
2942;7515201;7514336;986;998
2949;7514336;7515201;1170;1179
2954;7514336;7515201;1155;1164
3052;7514336;7515201;1125;1134
3066;7514336;7515201;1293;1302
3075;7514336;7515201;1237;1246
3079;7514336;7515201;1252;1261
3084;7514336;7515201;1308;1317
3099;7514336;7515201;1323;1332
3130;7514158;7515201;1253;1286
3132;7514336;7515201;1330;1339
3134;7514336;7515201;1259;1268
3136;7514158;7515201;1320;1353
3139;7514336;7515201;1214;1223
3144;7514158;7515201;1260;1293
3146;7514336;7515201;1300;1309
3148;7515201;7514336;1091;1103
3153;7515201;7514336;1106;1118
3159;7515201;7514336;1121;1133
3167;7515201;7514336;1041;1053
3169;7515201;7514336;1051;1063
3175;7515201;7514336;1064;1076
3215;7514158;7515201;1313;1346
3247;7515201;7514336;1034;1046
3375;7514336;7515201;339;348
3667;7514336;7515201;421;430
3950;7515201;7514336;327;339
6374;7515201;7514336;1180;1192
6386;7514336;7515201;1398;1407
6389;7515201;7514158;1217;1253
6393;7514336;7515201;1315;1324
6400;7515201;7514336;1195;1207
6405;7514336;7515201;1383;1392
6408;7515201;7514336;1210;1222
6415;7515201;7514336;1136;1148
6423;7515201;7514336;1225;1237
6428;7514336;7515201;1413;1422
6434;7515201;7514336;1151;1163
6445;7514336;7515201;1375;1384
6483;7514158;7515201;1371;1404
6529;7514336;7515201;1322;1331
6532;7515201;7514158;1210;1246
6586;7514336;7515201;1390;1399
6812;7515201;7514336;1303;1315
6819;7515201;7514336;1281;1293
6824;7514336;7515201;1473;1482
6830;7515201;7514336;1296;1308
6856;7515201;7514336;1311;1323
6863;7515201;7514336;1240;1252
6875;7514336;7515201;1458;1467
6880;7515201;7514158;1277;1313
6988;7514158;7515201;1498;1531
6994;7514336;7515201;1382;1391
6997;7515201;7514336;1304;1316
6998;7515201;7514336;1422;1434
7005;7515201;7514336;1233;1245
7053;7514158;7515201;1378;1411
7778;7515201;7514336;1386;1398
7781;7515201;7514336;1371;1383
7793;7515201;7514158;1335;1371
7803;7515201;7514336;1401;1413
7814;7515201;7514336;1363;1375
7845;7515201;7514158;1422;1458
7875;7515201;7514336;1394;1406
7976;7514158;7515201;1491;1524
8101;7515201;7514336;1461;1473
8109;7515201;7514158;1455;1491
8112;7515201;7514336;1446;1458
8191;7514336;7515201;351;360
8761;7515201;7514336;339;351
19670;7514336;7515201;369;378
26141;7514336;7515201;391;400
32823;7514250;7515201;325;339
33049;7514250;7515201;350;364
33055;7514250;7515201;370;384
33059;7514250;7515201;382;396
33109;7514250;7515201;375;389
33117;7514105;7515201;373;402
33231;7514250;7515201;451;465
33309;7515201;7514250;308;325
33565;7515201;7514105;341;373
33566;7514153;7515201;523;554
85449;7515201;7514336;784;796
86357;7515201;7514336;794;806
87043;7515201;7514336;1173;1185
87090;7515201;7514336;804;816
88087;7515201;7514336;814;826
88732;7515201;7514336;824;836
89778;7515201;7514336;936;948
89953;7515201;7514336;744;756
90889;7515201;7514336;1429;1441
90891;7515201;7514158;1429;1465
90892;7515201;7514336;754;766
91655;7515201;7514336;764;776
92414;7514250;7515201;458;472
94651;7514336;7515201;480;489
95050;7514336;7515201;490;499
105310;7514336;7515201;1110;1119
105312;7514336;7515201;1199;1208
105336;7514336;7515201;1480;1489
105347;7514336;7515201;1140;1149
105349;7514336;7515201;1229;1238
105365;7514336;7515201;1244;1253
105367;7514336;7515201;1420;1429
105390;7514153;7515201;679;710
