CarTravelID;Departure nodeID;Arrival nodeID;Departure time;Arrival time
1;7514336;7515201;324;333
2;7515201;7514336;399;411
3;7514336;7515201;503;512
6;7514336;7515201;601;610
8;7515201;7514336;409;421
9;7514336;7515201;513;522
12;7514336;7515201;611;620
14;7515201;7514336;419;431
15;7514336;7515201;523;532
18;7514336;7515201;621;630
20;7514336;7515201;366;375
22;7514336;7515201;441;450
24;7514336;7515201;533;542
26;7515201;7514336;354;366
32;7515201;7514336;429;441
36;7514336;7515201;631;640
38;7514336;7515201;376;385
40;7514336;7515201;451;460
42;7514336;7515201;541;550
44;7515201;7514336;364;376
50;7515201;7514336;439;451
54;7514336;7515201;641;650
56;7515201;7514336;357;369
57;7514336;7515201;463;472
59;7515201;7514336;451;463
60;7514336;7515201;551;560
63;7514336;7515201;651;660
65;7514336;7515201;396;405
67;7514336;7515201;473;482
69;7515201;7514336;384;396
72;7515201;7514336;379;391
73;7514336;7515201;483;492
75;7514336;7515201;408;417
77;7514336;7515201;493;502
79;7514336;7515201;581;590
81;7515201;7514336;396;408
87;7515201;7514250;434;451
88;7514250;7515201;610;624
90;7515201;7514153;353;387
91;7514105;7515201;532;561
93;7515201;7514250;443;460
94;7514250;7515201;620;634
96;7515201;7514105;376;408
97;7514153;7515201;554;585
99;7515201;7514153;388;422
100;7514250;7515201;490;504
103;7514336;7515201;591;600
105;7515201;7514250;354;371
106;7514105;7515201;433;462
109;7514250;7515201;512;526
111;7515201;7514105;401;433
112;7514105;7515201;583;612
114;7514250;7515201;387;401
116;7514153;7515201;442;473
118;7514250;7515201;520;534
121;7515201;7514250;370;387
129;7515201;7514250;369;386
130;7514105;7515201;453;482
133;7514250;7515201;527;541
135;7515201;7514105;421;453
136;7514153;7515201;592;623
138;7514250;7515201;402;416
140;7514153;7515201;463;494
142;7514250;7515201;530;544
145;7515201;7514250;385;402
153;7515201;7514153;429;463
158;7514250;7515201;410;424
160;7514105;7515201;472;501
162;7514250;7515201;540;554
164;7515201;7514250;393;410
170;7515201;7514105;440;472
174;7514105;7515201;603;632
176;7515201;7514250;389;406
177;7514250;7515201;550;564
179;7515201;7514153;444;478
180;7514153;7515201;612;643
182;7514250;7515201;425;439
184;7514105;7515201;487;516
186;7514250;7515201;560;574
188;7515201;7514250;408;425
267;7514336;7515201;561;570
336;7514336;7515201;571;580
361;7514336;7515201;661;670
376;7514336;7515201;671;680
466;7514336;7515201;500;509
531;7514153;7515201;478;509
564;7515201;7514153;408;442
590;7514105;7515201;623;652
646;7514153;7515201;523;554
659;7514153;7515201;530;561
662;7514250;7515201;467;481
665;7514105;7515201;539;568
668;7514250;7515201;489;503
671;7514336;7515201;507;516
674;7514250;7515201;519;533
679;7515201;7514153;401;435
682;7514250;7515201;534;548
685;7514153;7515201;485;516
688;7514250;7515201;557;571
690;7514336;7515201;510;519
692;7514336;7515201;470;479
697;7514105;7515201;494;523
699;7514336;7515201;578;587
706;7514336;7515201;520;529
709;7514153;7515201;470;501
711;7514336;7515201;530;539
713;7514336;7515201;540;549
720;7514336;7515201;548;557
723;7514250;7515201;567;581
727;7515201;7514105;414;446
742;7514153;7515201;561;592
744;7514250;7515201;627;641
752;7514336;7515201;431;440
756;7514336;7515201;345;354
766;7514336;7515201;355;364
775;7514336;7515201;375;384
781;7514336;7515201;387;396
789;7514336;7515201;361;370
801;7514336;7515201;384;393
805;7514336;7515201;399;408
1072;7514105;7515201;479;508
1075;7514336;7515201;568;577
1123;7514336;7515201;411;420
1124;7515201;7514336;491;503
1128;7514336;7515201;701;710
1130;7515201;7514336;501;513
1134;7514336;7515201;711;720
1136;7515201;7514336;511;523
1140;7514336;7515201;721;730
1142;7515201;7514336;521;533
1146;7514336;7515201;731;740
1154;7515201;7514336;529;541
1158;7514336;7515201;743;752
1166;7515201;7514336;539;551
1170;7514336;7515201;753;762
1172;7515201;7514336;461;473
1178;7515201;7514336;471;483
1184;7515201;7514336;481;493
1188;7514336;7515201;681;690
1193;7515201;7514105;500;532
1194;7514105;7515201;683;712
1196;7515201;7514250;465;482
1197;7514250;7515201;650;664
1199;7515201;7514250;473;490
1206;7514336;7515201;691;700
1208;7515201;7514336;488;500
1214;7515201;7514250;495;512
1215;7514250;7515201;680;694
1217;7515201;7514250;503;520
1219;7515201;7514250;510;527
1223;7514250;7515201;690;704
1225;7515201;7514250;513;530
1233;7515201;7514250;523;540
1237;7514250;7515201;700;714
1242;7515201;7514250;533;550
1246;7514250;7515201;711;725
1248;7515201;7514105;455;487
1279;7514336;7515201;763;772
1333;7515201;7514336;534;546
1365;7515201;7514105;534;566
1369;7515201;7514250;534;551
1374;7514250;7515201;721;735
1380;7515201;7514336;544;556
1412;7515201;7514105;544;576
1416;7515201;7514153;544;578
1431;7515201;7514153;482;516
1435;7514153;7515201;672;703
1446;7515201;7514153;513;547
1450;7514153;7515201;712;743
1453;7514105;7515201;590;619
1466;7514153;7515201;679;710
1470;7514105;7515201;690;719
1473;7515201;7514153;534;568
1474;7514250;7515201;697;711
1478;7514250;7515201;707;721
1481;7515201;7514250;544;561
1494;7514250;7515201;718;732
1548;7515201;7514336;589;601
1552;7514336;7515201;803;812
1554;7515201;7514336;599;611
1558;7514336;7515201;813;822
1560;7515201;7514336;609;621
1564;7514336;7515201;823;832
1566;7515201;7514336;619;631
1570;7514336;7515201;833;842
1572;7515201;7514336;629;641
1576;7514336;7515201;843;852
1584;7515201;7514336;549;561
1590;7515201;7514336;559;571
1594;7514336;7515201;773;782
1596;7515201;7514336;569;581
1600;7514336;7515201;783;792
1602;7515201;7514250;593;610
1606;7514250;7515201;751;765
1608;7515201;7514250;603;620
1612;7514250;7515201;761;775
1614;7515201;7514336;579;591
1618;7514336;7515201;793;802
1626;7515201;7514250;543;560
1657;7514250;7515201;791;805
1666;7514105;7515201;745;774
1668;7515201;7514153;551;585
1672;7514153;7515201;754;785
1674;7515201;7514105;564;596
1678;7514105;7515201;765;794
1680;7515201;7514153;571;605
1683;7515201;7514105;584;616
1729;7515201;7514336;312;324
2723;7514336;7515201;855;864
2870;7515201;7514336;689;701
2875;7514336;7515201;905;914
2878;7515201;7514336;699;711
2883;7514336;7515201;915;924
2886;7515201;7514336;709;721
2891;7514336;7515201;925;934
2894;7515201;7514336;719;731
2906;7515201;7514336;639;651
2914;7515201;7514336;649;661
2919;7514336;7515201;865;874
2922;7515201;7514336;659;671
2927;7514336;7515201;875;884
2930;7515201;7514336;669;681
2935;7514336;7515201;885;894
2938;7515201;7514153;638;672
2939;7514105;7515201;825;854
2942;7515201;7514105;651;683
2943;7514153;7515201;834;865
2946;7515201;7514250;633;650
2954;7515201;7514153;678;712
2955;7514105;7515201;860;889
2958;7515201;7514336;679;691
2963;7514336;7515201;895;904
2966;7515201;7514250;663;680
2971;7514250;7515201;821;835
2974;7515201;7514105;713;745
2975;7514153;7515201;897;928
2978;7515201;7514250;673;690
2983;7514250;7515201;831;845
2986;7515201;7514153;720;754
2987;7514105;7515201;906;935
2990;7515201;7514250;683;700
2995;7514250;7515201;841;855
2998;7515201;7514250;694;711
2999;7514153;7515201;774;805
3003;7514250;7515201;849;863
3006;7515201;7514250;704;721
3007;7514105;7515201;785;814
3011;7514250;7515201;856;870
3067;7514153;7515201;912;943
3083;7514250;7515201;903;917
3087;7514250;7515201;758;772
3091;7514250;7515201;768;782
3095;7514250;7515201;798;812
3099;7514250;7515201;828;842
3103;7514250;7515201;838;852
3217;7514336;7515201;935;944
3349;7514336;7515201;945;954
3409;7514105;7515201;921;950
3528;7515201;7514336;791;803
3529;7514336;7515201;1005;1014
3535;7515201;7514336;801;813
3536;7514336;7515201;1013;1022
3539;7515201;7514336;811;823
3540;7514336;7515201;1023;1032
3546;7515201;7514336;731;743
3554;7515201;7514336;741;753
3559;7514336;7515201;955;964
3562;7515201;7514336;751;763
3563;7514336;7515201;965;974
3566;7515201;7514336;761;773
3567;7514336;7515201;975;984
3570;7515201;7514336;771;783
3571;7514336;7515201;985;994
3574;7515201;7514250;734;751
3578;7515201;7514105;793;825
3579;7514153;7515201;975;1006
3585;7515201;7514250;744;761
3586;7514250;7515201;911;925
3589;7515201;7514153;800;834
3590;7514105;7515201;984;1013
3596;7515201;7514250;774;791
3601;7514250;7515201;933;947
3604;7515201;7514336;781;793
3605;7514336;7515201;995;1004
3608;7515201;7514250;804;821
3609;7514250;7515201;974;988
3615;7515201;7514250;814;831
3616;7514250;7515201;978;992
3619;7515201;7514105;733;765
3623;7515201;7514250;824;841
3624;7514250;7515201;986;1000
3627;7515201;7514153;740;774
3631;7515201;7514105;753;785
3632;7514153;7515201;927;958
3658;7515201;7514336;821;833
3714;7515201;7514105;828;860
3741;7514250;7515201;1001;1015
3751;7515201;7514336;990;1002
3762;7514250;7515201;993;1007
3794;7514336;7515201;912;921
3798;7514336;7515201;922;931
3802;7514336;7515201;932;941
3806;7514336;7515201;942;951
3810;7514336;7515201;872;881
3814;7514336;7515201;882;891
3818;7514336;7515201;892;901
3822;7514105;7515201;832;861
3826;7514250;7515201;910;924
3830;7514153;7515201;841;872
3834;7514250;7515201;918;932
3838;7514250;7515201;940;954
3842;7514336;7515201;902;911
3846;7514153;7515201;904;935
3850;7514105;7515201;913;942
3854;7514250;7515201;848;862
3858;7514153;7515201;919;950
3866;7514250;7515201;863;877
3980;7514336;7515201;1033;1042
4042;7514153;7515201;1008;1039
4110;7514336;7515201;1043;1052
4412;7515201;7514336;903;915
4413;7514336;7515201;1103;1112
