Departure carTravelID;Arrival carTravelID
2;3
2;6
2;9
2;12
2;15
2;18
2;22
2;24
2;36
2;40
2;42
2;54
2;57
2;60
2;63
2;67
2;73
2;77
2;79
2;103
2;267
2;336
2;361
2;376
2;466
2;671
2;690
2;692
2;699
2;706
2;711
2;713
2;720
2;752
2;1075
2;1123
2;1128
2;1134
2;1140
2;1146
2;1158
2;1170
2;1188
2;1206
2;1279
2;1552
2;1558
2;1564
2;1570
2;1576
2;1594
2;1600
2;1618
2;2723
2;2875
2;2883
2;2891
2;2919
2;2927
2;2935
2;2963
2;3217
2;3349
2;3529
2;3536
2;3540
2;3559
2;3563
2;3567
2;3571
2;3605
2;3794
2;3798
2;3802
2;3806
2;3810
2;3814
2;3818
2;3842
2;3980
2;4110
2;4413
2;4417
2;4425
2;4432
2;4436
2;4447
2;4454
2;4716
2;4723
2;4727
2;4734
2;4738
2;4742
2;4746
2;4750
2;4754
2;4776
2;5119
2;5140
2;5628
2;5642
2;5654
2;5666
2;5858
2;6118
2;6122
2;6129
2;6151
2;6160
2;6165
2;6189
2;6211
2;6432
2;6458
2;6467
2;6471
2;6479
2;6487
2;6502
2;6597
2;6599
2;6604
2;6617
2;6619
2;6621
2;7127
2;8002
2;13217
2;13636
2;13655
2;13678
2;13704
2;13727
2;13838
2;13924
2;13926
2;14123
2;14282
2;14333
2;14611
2;14622
2;90666
2;502312
2;524363
2;595249
2;595251
2;595275
2;595306
2;595399
8;3
8;6
8;9
8;12
8;15
8;18
8;22
8;24
8;36
8;40
8;42
8;54
8;57
8;60
8;63
8;67
8;73
8;77
8;79
8;103
8;267
8;336
8;361
8;376
8;466
8;671
8;690
8;692
8;699
8;706
8;711
8;713
8;720
8;752
8;1075
8;1128
8;1134
8;1140
8;1146
8;1158
8;1170
8;1188
8;1206
8;1279
8;1552
8;1558
8;1564
8;1570
8;1576
8;1594
8;1600
8;1618
8;2723
8;2875
8;2883
8;2891
8;2919
8;2927
8;2935
8;2963
8;3217
8;3349
8;3529
8;3536
8;3540
8;3559
8;3563
8;3567
8;3571
8;3605
8;3794
8;3798
8;3802
8;3806
8;3810
8;3814
8;3818
8;3842
8;3980
8;4110
8;4413
8;4417
8;4425
8;4432
8;4436
8;4447
8;4454
8;4716
8;4723
8;4727
8;4734
8;4738
8;4742
8;4746
8;4750
8;4754
8;4776
8;5119
8;5140
8;5628
8;5642
8;5654
8;5666
8;5858
8;6118
8;6122
8;6129
8;6151
8;6160
8;6165
8;6189
8;6211
8;6432
8;6458
8;6467
8;6471
8;6479
8;6487
8;6502
8;6597
8;6599
8;6604
8;6617
8;6619
8;6621
8;7127
8;8002
8;13217
8;13636
8;13655
8;13678
8;13704
8;13727
8;13838
8;13924
8;13926
8;14123
8;14282
8;14333
8;14611
8;14622
8;90666
8;502312
8;524363
8;595249
8;595251
8;595275
8;595306
8;595399
14;3
14;6
14;9
14;12
14;15
14;18
14;22
14;24
14;36
14;40
14;42
14;54
14;57
14;60
14;63
14;67
14;73
14;77
14;79
14;103
14;267
14;336
14;361
14;376
14;466
14;671
14;690
14;692
14;699
14;706
14;711
14;713
14;720
14;752
14;1075
14;1128
14;1134
14;1140
14;1146
14;1158
14;1170
14;1188
14;1206
14;1279
14;1552
14;1558
14;1564
14;1570
14;1576
14;1594
14;1600
14;1618
14;2723
14;2875
14;2883
14;2891
14;2919
14;2927
14;2935
14;2963
14;3217
14;3349
14;3529
14;3536
14;3540
14;3559
14;3563
14;3567
14;3571
14;3605
14;3794
14;3798
14;3802
14;3806
14;3810
14;3814
14;3818
14;3842
14;3980
14;4110
14;4413
14;4417
14;4425
14;4432
14;4436
14;4447
14;4454
14;4716
14;4723
14;4727
14;4734
14;4738
14;4742
14;4746
14;4750
14;4754
14;4776
14;5119
14;5140
14;5628
14;5642
14;5654
14;5666
14;5858
14;6118
14;6122
14;6129
14;6151
14;6160
14;6165
14;6189
14;6211
14;6432
14;6458
14;6467
14;6471
14;6479
14;6487
14;6502
14;6597
14;6599
14;6604
14;6617
14;6619
14;6621
14;7127
14;13217
14;13636
14;13655
14;13678
14;13704
14;13727
14;13838
14;13924
14;13926
14;14123
14;14282
14;14333
14;14611
14;14622
14;90666
14;502312
14;524363
14;595249
14;595251
14;595275
14;595306
14;595399
26;3
26;6
26;9
26;12
26;15
26;18
26;20
26;22
26;24
26;36
26;38
26;40
26;42
26;54
26;57
26;60
26;63
26;65
26;67
26;73
26;75
26;77
26;79
26;103
26;267
26;336
26;361
26;376
26;466
26;671
26;690
26;692
26;699
26;706
26;711
26;713
26;720
26;752
26;775
26;781
26;801
26;805
26;1075
26;1123
26;1128
26;1134
26;1140
26;1146
26;1158
26;1170
26;1188
26;1206
26;1279
26;1552
26;1558
26;1564
26;1570
26;1576
26;1594
26;1600
26;1618
26;2723
26;2875
26;2883
26;2891
26;2919
26;2927
26;2935
26;2963
26;3217
26;3349
26;3529
26;3536
26;3540
26;3559
26;3563
26;3567
26;3571
26;3605
26;3794
26;3798
26;3802
26;3806
26;3810
26;3814
